"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","Description","Organisation","GLA","Centre Size","Number of GP's","Phone Number"
"Pharmacy","Pharmacy Locations","CHEMIST WAREHOUSE - NEW TOWN | 200","1 Risdon Road, New Town, TS, Australia","New Town","7008","Tasmania","Australia","104.06","","Central Mildura Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Friendly Care Advantage  - New Town | 2393","119 New Town Road, New Town, TS, Australia","New Town","7008","Tasmania","Australia","104.46","","Wyndham Vale Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","AUGUSTA ROAD PHARMACY | 2347","120 Augusta Road, Lenah Valley, TS, Australia","Lenah Valley","7008","Tasmania","Australia","104.61","","Bardwell Park Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Guardian Pharmacy - Lenah Valley | 2233","106 Augusta Road, Lenah Valley, TS, Australia","Lenah Valley","7008","Tasmania","Australia","104.7","","Stanmore Station Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","CHRIS JOHNSON AMCAL PHARMACY | 2639","17 Franklin Street, Lindisfarne, TS, Australia","Lindisfarne","7015","Tasmania","Australia","105.04","Closed Sundays and Public Holidays.","TerryWhite Chemmart Milsons Point","","","",""
"Pharmacy","Pharmacy Locations","CHEMIST WAREHOUSE - LINDISFARNE | 3298","36 Lincoln Street, Lindisfarne, TS, Australia","Lindisfarne","7015","Tasmania","Australia","105.09","","Gavin Starr Pharmacist Advice","","","",""
"Pharmacy","Pharmacy Locations","| 3205","33 Lincoln Street, Lindisfarne, TS, Australia","Lindisfarne","7015","Tasmania","Australia","105.14","","Pharmasave Alberton Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Epic Pharmacy - New Town | 3124","38A New Town Road, New Town, TS, Australia","New Town","7008","Tasmania","Australia","105.31","","West Lindfield Compounding Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","ELIZABETH STREET PHARMACY | 3354","382-384 Elizabeth Street, North Hobart, TS, Australia","North Hobart","7000","Tasmania","Australia","106.14","Services available include: Aboriginal and Torres Strait Islander Quality Use of Medicines (QUM) support, Community Health Education/Promotion, Complementary Health Therapies, Diabetes Management Support, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, ProjectSTOP, Return of Unwanted Medicines Program, Smoking Cessation, Weight Management Support","Discount Drug Stores - Ashwood","","","",""
"Pharmacy","Pharmacy Locations","NORTH HOBART AMCAL PHARMACY | 3305","360-362 Elizabeth Street, North Hobart, TS, Australia","North Hobart","7000","Tasmania","Australia","106.23","","Calanna Whole Health Pharmacy Kirwan","","","",""
"Pharmacy","Pharmacy Locations","Amcal Pharmacy - West Hobart | 2275","111 Hill Street, West Hobart, TS, Australia","West Hobart","7000","Tasmania","Australia","106.57","Services available include: Community Health Education/Promotion, Diabetes Management Support, Distance Supply, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, Needle and Syringe, Opioid Treatment (ODT) Services, ProjectSTOP, Residential Medication Management Review, Return of Unwanted Medicines Program, Smoking Cessation, Weight Management Support","HORNSBY HEIGHTS PHARMACY","","","",""
"Pharmacy","Pharmacy Locations","Your Hobart Chemist | 3867","45-71 Bathurst Street, Hobart, TS, Australia","Hobart","7000","Tasmania","Australia","107.2","Open until midnight 7 days a week 
Hobart locally owned and operated late night Pharmacy.

FREE health checks, Travel Vaccinations, Diabetes Health Checks, Home Medicine Reviews, Bone Density Checks, Blood Pressure Tests/monitoring, Medication reviews, Selected Vaccinations.","Gorokan Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Chemist Warehouse - Hobart | 2510","144-160B Murray Street, Hobart, TS, Australia","Hobart","7000","Tasmania","Australia","107.27","","Community Pharmacy-Como","","","",""
"Pharmacy","Pharmacy Locations","WARRANE PHARMACY | 1705","14 Edgeworth Street, Warrane, TS, Australia","Warrane","7018","Tasmania","Australia","107.3","Services available include: Dose Administration Aids (eg. Blister Packs), Home Delivery Services (Individuals in Community), Home Medicines Review, Needle and Syringe, ProjectSTOP, Return of Unwanted Medicines Program.

Closed Public Holidays.","Helensvale Plaza Amcal Chempro Chemist","","","",""
"Pharmacy","Pharmacy Locations","Good Price Pharmacy Warehouse - Hobart | 1133","44 Argyle Street, Hobart, TS, Australia","Hobart","7000","Tasmania","Australia","107.35","","Priceline Pharmacy Waverley Gardens","","","",""
"Pharmacy","Pharmacy Locations","FRIENDLY CARE Advantage - HOBART | 2218","103 Liverpool Street, Hobart, TS, Australia","Hobart","7000","Tasmania","Australia","107.37","","Pharmasave South Melbourne","","","",""
"Pharmacy","Pharmacy Locations","MY CHEMIST HOBART | 2310","112A Liverpool Street, Hobart, TS, Australia","Hobart","7000","Tasmania","Australia","107.42","Closed Public Holiday.","Chemist Warehouse Clovelly Park","","","",""
"Pharmacy","Pharmacy Locations","Chemist Warehouse - Hobart City Centre | 3242","34-36A Elizabeth Street, Hobart, TS, Australia","Hobart","7000","Tasmania","Australia","107.54","","Glenbrook Village Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Priceline Pharmacy Eastlands | 316","26 Bligh Street, Rosny Park, TS, Australia","Rosny Park","7018","Tasmania","Australia","107.55","","Eastlakes Discount Drug Store","","","",""
"Pharmacy","Pharmacy Locations","TerryWhite Chemmart - Rosny Park | 2178","10 Bayfield Street, Rosny Park, TS, Australia","Rosny Park","7018","Tasmania","Australia","107.6","","Medical Centre Pharmacy Mount Druitt","","","",""
"Pharmacy","Pharmacy Locations","| 2409","13 Bayfield Street, Rosny Park, TS, Australia","Rosny Park","7018","Tasmania","Australia","107.7","Services available include: Community Health Education/Promotion, Compounding Services, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Needle and Syringe, Smoking Cessation","Caring Pharmacy Carlisle","","","",""
"Pharmacy","Pharmacy Locations","South Hobart Pharmacy | 3306","360 Macquarie Street, South Hobart, TS, Australia","South Hobart","7004","Tasmania","Australia","108.06","Services available include: Absence from Work Certificates, Blood Pressure Monitoring, Bowel Cancer Screening, Community Health Education/Promotion, Diabetes Management Support, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, MedsCheck, National Diabetes Services Scheme (NDSS) Access Point, Needle and Syringe, Opioid Treatment (ODT) Services, Prescription Management Support, Product Recalls and Safety Alerts, ProjectSTOP, Return of Unwanted Medicines Program, Smoking Cessation, Wound Management Support","United Chemists Yorketown","","","",""
"Pharmacy","Pharmacy Locations","Davey Street Discount Pharmacy | 2669","179 Davey Street, Hobart, TS, Australia","Hobart","7000","Tasmania","Australia","108.08","Pharmacy is closed Good Friday.","Bagga's Pharmacy Newcastle","","","",""
"Pharmacy","Pharmacy Locations","My Chemist Salamanca | 3724","6 Montpelier Retreat, Battery Point, TS, Australia","Battery Point","7004","Tasmania","Australia","108.12","","Keilor Park Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Bellerive Quay Pharmacy | 3501","46 Cambridge Road, Bellerive, TS, Australia","Bellerive","7018","Tasmania","Australia","108.3","Closed Sunday's & Public Holidays","United Discount Chemists Marion Domain","","","",""
"Pharmacy","Pharmacy Locations","SANDY BAY DISCOUNT PHARMACY | 2659","108 Sandy Bay Road, Battery Point, TS, Australia","Sandy Bay","7005","Tasmania","Australia","108.63","","SPEERS POINT PHARMACY","","","",""
"Pharmacy","Pharmacy Locations","CHEMIST WAREHOUSE - SANDY BAY | 2817","108 Sandy Bay Road, Battery Point, TS, Australia","Sandy Bay","7005","Tasmania","Australia","108.72","","Wizard Pharmacy Kalgoorlie Central","","","",""
"Pharmacy","Pharmacy Locations","Terry White Chemmart - Sandy Bay | 2902","59 Quayle Street, Battery Point, TS, Australia","Sandy Bay","7005","Tasmania","Australia","108.75","","Strathmore Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Good Price Pharmacy Warehouse - Cambridge | 433","63 Cambridge Park Drive, Cambridge, TS, Australia","Cambridge","7170","Tasmania","Australia","108.85","","Harbourside Day and Night Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Amcal Pharmacy Howrah - Wentworth | 2663","178 Clarence Street, Howrah, TS, Australia","Howrah","7018","Tasmania","Australia","109.33","","Pickford Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Shoreline Amcal Pharmacy | 894","6 Shoreline Drive, Howrah, TS, Australia","Howrah","7018","Tasmania","Australia","110.48","Services available include: Blood Pressure Monitoring, Community Health Education/Promotion, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Needle and Syringe, Smoking Cessation","PRICELINE PHARMACY-MACQUARIE","","","",""
"Pharmacy","Pharmacy Locations","Discount Drug Stores - Rokeby | 3509","46 South Arm Road, Rokeby, TS, Australia","Rokeby","7019","Tasmania","Australia","114.23","","Tongala Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Strahan Pharmacy | 2168","2 Harvey Street, Strahan, TS, Australia","Strahan","7468","Tasmania","Australia","115.33","Services available include: Needle and Syringe","Priceline Pharmacy Oxford Street","","","",""
"Pharmacy","Pharmacy Locations","Kingston Discount Drug Store | 2265","32-34 Channel Highway, Kingston, TS, Australia","Kingston","7050","Tasmania","Australia","116.05","Services available include: Blood Glucose Testing, Blood Pressure Monitoring, Community Health Education/Promotion, Continence Support, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, Needle and Syringe, Opioid Treatment (ODT) Services, ProjectSTOP, Return of Unwanted Medicines Program, Smoking Cessation, Weight Management Support","Pharmasave Faraday Road Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Priceline Pharmacy Kingston Plaza | 516","20 Channel Highway, Kingston, TS, Australia","Kingston","7050","Tasmania","Australia","116.05","Services available include: Asthma Management, Blood Glucose Testing, Blood Pressure Monitoring, Community Health Education/Promotion, Complementary Health Therapies, Diabetes Management Support, Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, ProjectSTOP, Return of Unwanted Medicines Program, Smoking Cessation, Travel Health Services, Weight Management Support
Pharmacy closed Public Holidays","Priceline Pharmacy - Kingscliff","","","",""
"Pharmacy","Pharmacy Locations","Good Price Pharmacy Warehouse - Kingston | 1704","12 Channel Highway, Kingston, TS, Australia","Kingston","7050","Tasmania","Australia","116.09","","Your Discount Chemist - Griffith","","","",""
"Pharmacy","Pharmacy Locations","Priceline Pharmacy - Kingston | 209","29 Channel Highway, Kingston, TS, Australia","Kingston","7050","Tasmania","Australia","116.21","","Chemist Warehouse - Chadstone","","","",""
"Pharmacy","Pharmacy Locations","LAUDERDALE PHARMACY | 3532","476 South Arm Road, Lauderdale, TS, Australia","Lauderdale","7021","Tasmania","Australia","116.4","Services available include: Dose Administration Aids (eg. Blister Packs), Home Delivery Services (Individuals in Community), Home Medicines Review, Needle and Syringe, ProjectSTOP, Return of Unwanted Medicines Program","Cincotta Discount Pharmacy Penrith","","","",""
"Pharmacy","Pharmacy Locations","TerryWhite Chemmart Chemist - Kingston Town | 517","1 Cleburne Street, Kingston, TS, Australia","Kingston","7050","Tasmania","Australia","116.52","","Kingsley Village Discount Drug Store","","","",""
"Pharmacy","Pharmacy Locations","Terry White Chemmart - Scottsdale | 2540","15A King Street, Scottsdale, TS, Australia","Scottsdale","7260","Tasmania","Australia","117.22","Services available include: Blood Glucose Testing, Blood Pressure Monitoring, Community Health Education/Promotion, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Needle and Syringe, Smoking Cessation","Domenic Marchione Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","DISCOUNT DRUG STORES - BLACKMANS BAY | 61","2 Opal Drive, Blackmans Bay, TS, Australia","Blackmans Bay","7052","Tasmania","Australia","118.68","","Pharmacy 4 Less Frankston","","","",""
"Pharmacy","Pharmacy Locations","MARGATE PHARMACY | 2647","1708 Channel Highway, Margate, TS, Australia","Margate","7054","Tasmania","Australia","119.61","","Starchem Pharmacy - Orange","","","",""
"Pharmacy","Pharmacy Locations","SOUTH ARM COMMUNITY PHARMACY | 1248","3120 South Arm Road, South Arm, TS, Australia","South Arm","7022","Tasmania","Australia","125.34","Services available opiate replacement therapy, influenza vaccinations and sick certificates.","Chemist Warehouse Nambour","","","",""
"Pharmacy","Pharmacy Locations","Upper Burnie Pharmacy | 2816","205 Mount Street, Upper Burnie, TS, Australia","Upper Burnie","7320","Tasmania","Australia","126.15","Closed Sundays and public holidays.","TerryWhite Chemmart Unley","","","",""
"Pharmacy","Pharmacy Locations","| 2815","205 Mount Street, Upper Burnie, TS, Australia","Upper Burnie","7320","Tasmania","Australia","126.15","","TerryWhite Chemmart Mildura","","","",""
"Pharmacy","Pharmacy Locations","Pharmacy One (Elshafie) | 895","11 Wiseman Street, Shorewell Park, TS, Australia","Shorewell Park","7320","Tasmania","Australia","126.81","","Pharmacy on Clyde","","","",""
"Pharmacy","Pharmacy Locations","GEEVESTON PHARMACY | 3388","4 Church Street, Geeveston, TS, Australia","Geeveston","7116","Tasmania","Australia","127.56","","Bondi Junction Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","BOLAND'S PHARMACY | 3811","1 Centrepoint Arcade, Burnie, TS, Australia","Burnie","7320","Tasmania","Australia","127.66","Public holidays will vary depending on availability of Pharmacist.
For emergency scripts please call Peter Boland 0448 919 347 if available or telephone 6433 3422.","Como Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Pharmacy 4 Less Burnie | 3278","35-37 Mount Street, Burnie, TS, Australia","Burnie","7320","Tasmania","Australia","127.77","Closed Sundays and Public Holidays.","Monto Health Service - Pharmacy Service","","","",""
"Pharmacy","Pharmacy Locations","WILKINSON'S PHARMACY | 2483","14 Wilson Street, Burnie, TS, Australia","Burnie","7320","Tasmania","Australia","127.78","","Dulwich Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Burnie Plaza Pharmacy | 135","24 Mount Street, Burnie, TS, Australia","Burnie","7320","Tasmania","Australia","127.81","","Bunbury Forum Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","CYGNET PHARMACY | 1618","43B Mary Street, Cygnet, TS, Australia","Cygnet","7112","Tasmania","Australia","129.35","Services available include: Aboriginal and Torres Strait Islander Quality Use of Medicines (QUM) support, Absence from Work Certificates, Asthma Management, Blood Glucose Testing, Blood Pressure Monitoring, Bowel Cancer Screening, Cholesterol Testing, Community Health Education/Promotion, Complementary Health Therapies, Compliance and New-to-Therapy services, Compounding Services, Continence Support, Diabetes Management Support, Distance Supply, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, INR Monitoring, Medicine Information, MedsCheck, Minor Ailments Support, National Diabetes Services Scheme (NDSS) Access Point, Needle and Syringe, Opioid Treatment (ODT) Services, Prescription Management Support, Product Recalls and Safety Alerts, ProjectSTOP, Residential Medication Management Review, Return of Unwanted Medicines Program, Sexual Health Support, Smoking Cessation, Staged Supply, Travel Health Services, Weight Management Support, Wound Management Support","United Chemist Express - Stafford Heights","","","",""
"Pharmacy","Pharmacy Locations","Southern Swan Pharmacy | 2345","12 Mary Street, Cygnet, TS, Australia","Cygnet","7112","Tasmania","Australia","129.57","Weekend trading:  During Cygnet Folk Festival (January)","Nova Pharmacy - Ballarat","","","",""
"Pharmacy","Pharmacy Locations","Terry White Chemmart - Burnie | 3674","56 Bass Highway, Cooee, TS, Australia","Cooee","7320","Tasmania","Australia","130.11","Closed public holidays.","West Pennant Hills Discount Drug Store","","","",""
"Pharmacy","Pharmacy Locations","Pharmacist Advice - Somerset | 3199","33 Falmouth Street, Somerset, TS, Australia","Somerset","7322","Tasmania","Australia","131.99","","Unanderra Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","DOVER PHARMACY | 911","1 Station Road, Dover, TS, Australia","Dover","7117","Tasmania","Australia","144.79","Closed Sundays and public holidays. Services available include: Aboriginal and Torres Strait Islander Quality Use of Medicines (QUM) support, Absence from Work Certificates, Asthma Management, Blood Pressure Monitoring, Community Health Education/Promotion, Compliance and New-to-Therapy services, Compounding Services, Continence Support, Diabetes Management Support, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, MedsCheck, Minor Ailments Support, National Diabetes Services Scheme (NDSS) Access Point, Needle and Syringe, Prescription Management Support, Product Recalls and Safety Alerts, ProjectSTOP, ReadyCare Telemedicine Service, Residential Management Medication Review QUM, Residential Medication Management Review, Return of Unwanted Medicines Program, Smoking Cessation, Staged Supply, Travel Health Services, Vascular Disease Support, Weight Management Support, Wound Management Support","Greg's Discount Chemist - Southern River","","","",""
"Pharmacy","Pharmacy Locations","TASMAN PHARMACY | 2612","1628 Main Road, Nubeena, TS, Australia","Nubeena","7184","Tasmania","Australia","145.74","Services available include: Absence from Work Certificates, Blood Glucose Testing, Blood Pressure Monitoring, Cholesterol Testing, Community Health Education/Promotion, Diabetes Management Support, Dose Administration Aids (eg. Blister Packs), Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, MedsCheck, Minor Ailments Support, Needle and Syringe, Opioid Treatment (ODT) Services, Product Recalls and Safety Alerts, Residential Management Medication Review QUM, Residential Medication Management Review, Return of Unwanted Medicines Program, Smoking Cessation, Staged Supply. 

The practice is open on Saturdays between December to April 9AM-12PM.","Amcal+ Pharmacy Ashburton","","","",""
"Pharmacy","Pharmacy Locations","Good Shepherd Pharmacy - Stanley | 3952","8A Church Street, Stanley, TS, Australia","Stanley","7331","Tasmania","Australia","183.94","","Kapadia Amcal Pharmacy","","","",""
"Pharmacy","PharmaSave","PharmaSave Launceston","8 City Plaza, Launceston, TAS, Australia","Launceston","7250","Tasmania","Australia","75.07","","","","","",""
"Pharmacy","PharmaSave","PharmaSave Lilydale","1979 Main Rd","Lilydale","7268","Tasmania","Australia","96.04","","","","","",""
"Pharmacy","PharmaSave","PharmaSave Your Pharmacy George Town","76 Macquarie Street","George Town","7253","Tasmania","Australia","102.8","","","","","",""
"Pharmacy","PharmaSave","PharmaSave Hobart","3 Murray St Pier, Hobart, TAS, Australia","Hobart","7000","Tasmania","Australia","107.44","","","","","",""
"Pharmacy","PharmaSave","PharmaSave Hobart","3 Murray St Pier, Hobart, TAS, Australia","Hobart","7000","Tasmania","Australia","107.44","","","","","",""
"Pharmacy","Priceline","Priceline Launceston","135 BRISBANE STREET, LAUNCESTON TAS 7250","Launceston","7250","Tasmania","Australia","74.36","","","","","",""
"Pharmacy","Priceline","Priceline Pharmacy Plaza","SHOP 1, LAUNCESTON PLAZA, 15 RACECOURSE CRESCENT, LAUNCESTON TAS 7250","Launceston","7250","Tasmania","Australia","75.66","","","","","",""
"Pharmacy","Priceline","Priceline Pharmacy Bridgewater","SHOP 5, GREEN POINT PLAZA, 24-28 GREEN POINT ROAD, BRIDGEWATER TAS 7030","Bridgewater","7030","Tasmania","Australia","90.19","","","","","",""
"Pharmacy","Priceline","Priceline Pharmacy Glenorchy","346 MAIN ROAD, GLENORCHY TAS 7010","Glenorchy","7010","Tasmania","Australia","100.79","","","","","",""
"Pharmacy","Priceline","Priceline Pharmacy Ulverstone","66 REIBEY STREET, ULVERSTONE TAS 7315","Ulverstone","7315","Tasmania","Australia","106.75","","","","","",""
"Pharmacy","Priceline","Priceline Hobart","SHOP FF1, ELIZABETH PLAZA CENTRE, 60 - 64 ELIZABETH STREET, HOBART TAS 7000","Hobart","7000","Tasmania","Australia","107.41","","","","","",""
"Pharmacy","Priceline","Priceline Pharmacy Glebe Hill Vill","SHOP T2, GLEBE HILL VILLAGE SHOPPING CENTRE, CNR PASS & ROKEBY ROADS, HOWRAH TAS 7018","Howrah","7018","Tasmania","Australia","112.05","","","","","",""
"Pharmacy","Priceline","Priceline Pharmacy Kingston","Shop T30, Channel Court Shopping Centre, Channel Hwy, Kingston  7050 TAS Australia","Kingston","7050","Tasmania","Australia","116.24","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal Exeter Pharmacy","51 Main Road, Exeter, TAS, Australia","Exeter","7275","Tasmania","Australia","83.23","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal Pharmacy New Norfolk","53 High Street","New Norfolk","7140","Tasmania","Australia","88.41","","","","","",""
"Pharmacy","Sigma Healthcare Group","Hobart","15 Woodrieve Road, Bridgewater TAS, Australia","Rokeby","7019","Tasmania","Australia","88.66","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Shearwater","Hennessy's cafe bakery, Shearwater, TAS, Australia","Shearwater","","Tasmania","Australia","97.5","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Devonport","80 Best Street","Devonport","7310","Tasmania","Australia","99.21","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Rosetta","502 Main Road","Elsternwick","3185","Victoria","Australia","99.53","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Derwent Park","254 Main Road","Grovedale","3216","Victoria","Australia","101.45","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Lenah Valley","106 Augusta Road","Booragul","2284","New South Wales","Australia","104.7","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Elizabeth St North Hobart","384 Elizabeth Street","North Hobart","7000","Tasmania","Australia","106.13","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Howrah - Wentworth","178 Clarence Street","Bellerive","7018","Tasmania","Australia","109.24","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Howrah - Shoreline","6 Shoreline Drive, Shoreline Shopping Centre","Howrah","7018","Tasmania","Australia","110.29","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Bayside (TAS)","638 Sandy Bay Road","Sandy Bay","7005","Tasmania","Australia","111.53","","","","","",""
"Pharmacy","Sigma Healthcare Group","Discount Drug Store  Rokeby","46 South Arm Rd","Bellerive","7018","Tasmania","Australia","114.23","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Scottsdale - Galloway's","15 King Street","Banyo","4014","Queensland","Australia","117.23","","","","","",""
"Pharmacy","Sigma Healthcare Group","Amcal+ Pharmacy Dixon's Wynyard","112 Goldie Street","Wynyard","7325","Tasmania","Australia","141.79","","","","","",""
"Pharmacy","Soul Pattison Chemist","Westbury Soul Pattinson Chemist","82 Meander Valley Rd WESTBURY, TAS 7303","Westbury","7303","Tasmania","Australia","56.63","","","","","",""
"Pharmacy","Soul Pattison Chemist","Hatton & Laws Soul Pattinson Chemist","102 Charles Street LAUNCESTON, TAS 7250","Launceston","7250","Tasmania","Australia","74.27","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Longford","9A Wellington Street, Longford, TAS, Australia","Longford","7301","Tasmania","Australia","59.22","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Prospect Vale","Shop 16, 350 Westbury Road","Prospect Vale","7250","Tasmania","Australia","69.7","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Launceston City","27 Brisbane Street","Launceston","7250","Tasmania","Australia","74.91","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Riverside","Shop 4 Riverside Plaza","Riverside","7250","Tasmania","Australia","75.01","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Windsor","Windsor Drive","Riverside","7250","Tasmania","Australia","76.1","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Mowbray","282 Invermay Road","Mowbray","7248","Tasmania","Australia","77.48","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Latrobe","45 Gilbert Street","Latrobe","7307","Tasmania","Australia","91.84","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Shearwater","11 Poyston Drive, Shearwater, TAS, Australia","Shearwater","7307","Tasmania","Australia","97.51","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Steele Street","131 Steele Street, Devonport, TAS, Australia","Devonport","7310","Tasmania","Australia","99.07","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Fourways Devonport","155 William Street","Devonport","7310","Tasmania","Australia","99.49","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Lindisfarne Village","17-19 Franklin Street","Lindisfarne","7015","Tasmania","Australia","105.04","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Lindisfarne Medical","30 Lincoln Street","Lindisfarne","7015","Tasmania","Australia","105.12","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart West Hobart","3/111 Hill Street","West Hobart","7000","Tasmania","Australia","106.57","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Bellerive","Guardian, Bellerive, TAS, Australia","Bellerive","7018","Tasmania","Australia","108.32","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Sandy Bay","Sandy Bay Road 230","Sandy Bay","7005","Tasmania","Australia","108.75","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Sorell","Gordon Street 31","Sorell","7172","Tasmania","Australia","108.94","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Kingston Plaza","General Practice Plus, Kingston, TAS, Australia","Kingston","","Tasmania","Australia","116.14","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Kingston Town","Shop 10-14 Kingston Town Shopping Centre Maranoa Road","Kingston","7050","Tasmania","Australia","116.33","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Dodges Ferry","58 Carlton Beach Roa Shop 1&2","Dodges Ferry","7173","Tasmania","Australia","118.32","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Blackmans Bay","12-13 Bayview Market","Blackmans Bay","7052","Tasmania","Australia","118.72","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Channel Margate","1703 Channel Highway","Margate","7054","Tasmania","Australia","119.52","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Burnie","56 Bass Highway","Cooee","7320","Tasmania","Australia","130.14","","","","","",""
"Pharmacy","Terry White Chemmart","TerryWhite Chemmart Smithton","20 King Street, Smithton, TAS, Australia","Smithton","7330","Tasmania","Australia","187.19","","","","","",""
"Supermarket and Grocery Stores","Coles","Coles Meadow Mews","102 Hobart Rd, Kings Meadows, TAS, 7249","Kings Meadows","7249","Tasmania","Australia","72.43","","","4000","","",""
"Supermarket and Grocery Stores","Coles","Coles Wellington St","128 Wellington St, Launceston, TAS, 7250","Launceston","7250","Tasmania","Australia","73.71","","","1600","","",""
"Supermarket and Grocery Stores","Coles","Coles Charles Street","198 Charles Street, Launceston, TAS, 7250","Launceston","7250","Tasmania","Australia","74.02","","","1600","","",""
"Supermarket and Grocery Stores","Coles","Coles Newstead","165A Elphin Rd, Newstead, TAS, 7250","Newstead","7250","Tasmania","Australia","74.95","","","1700","","",""
"Supermarket and Grocery Stores","Coles","Coles Racecourse","15 Racecourse Cres, Launceston, TAS, 7250","Launceston","7250","Tasmania","Australia","75.61","","","3600","","",""
"Supermarket and Grocery Stores","Coles","Coles Mowbray","Cnr Invermay Rd & Joffre St, Mowbray, TAS, 7248","Mowbray","7248","Tasmania","Australia","77.33","","","3700","","",""
"Supermarket and Grocery Stores","Coles","Coles Bridgewater","Covehill Rd, Bridgewater, TAS, 7030","Bridgewater","7030","Tasmania","Australia","89.76","","","3100","","",""
