"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","Centre Size","Number of GP's","Phone Number"
"Clinical Services","All Medical Centres","Bidwill Medical Centre","1 Chestnut Crescent, Bidwill NSW 2770","Bidwill","2770","New South Wales","Australia","1876.62","Small","1","(02) 9628 6836"
"Clinical Services","All Medical Centres","All Hours Medical Centre","Shop 3A, 135-137 Popondetta Road, Emerton NSW 2770","Emerton","2770","New South Wales","Australia","1876.67","Small","2","(02) 9832 1203"
"Clinical Services","All Medical Centres","St Marys","99a Carpenter Street, St Marys NSW 2760","Colyton","2760","New South Wales","Australia","1876.72","Small","1","(02) 9623 4998"
"Clinical Services","All Medical Centres","Emerton Medical Centre","Suite 4, 127-129 Popondetta Road, Emerton NSW 2770","Dharruk","2073","New South Wales","Australia","1876.74","Midsized","5","(02) 9675 5651"
"Clinical Services","All Medical Centres","Bidwill Family Practice","300 Popondetta Road, Bidwill NSW 2770","Bidwill","2770","New South Wales","Australia","1876.83","Small","1","(02) 9628 4776"
"Clinical Services","All Medical Centres","St Clair","69 Blackwell Avenue, St Clair NSW 2759","St Clair","2759","New South Wales","Australia","1877.07","Small","1","(02) 9670 6100"
"Clinical Services","All Medical Centres","Whalan Medical Centre","63 Bulolo Drive, Whalan NSW 2770","Whalan","2770","New South Wales","Australia","1877.08","Small","4","(02) 9675 1999"
"Clinical Services","All Medical Centres","St Clair Medical Practice","Shop 2, St Clair Shopping Centre, 155 Bennett Road, St Clair NSW 2759","St Clair","2067","New South Wales","Australia","1877.14","Midsized","6","(02) 9670 2937"
"Clinical Services","All Medical Centres","Bringelly Family Medical Pract","Shop 3, Cnr Northern & Greendale Roads, Bringelly NSW 2556","Bexley North","2556","New South Wales","Australia","1877.16","Small","1","(02) 4774 8888"
"Clinical Services","All Medical Centres","Provincial Medical Centre","Shop 21, St Clair Shopping Centre, 155 Bennett Road, St Clair NSW 2759","St Clair","2146","New South Wales","Australia","1877.18","Small","4","(02) 9834 3499"
"Clinical Services","All Medical Centres","St Clair Mediclinic","162 Bennett Road, St Clair NSW 2759","St Clair","2759","New South Wales","Australia","1877.29","Small","1","(02) 9670 5210"
"Clinical Services","All Medical Centres","Blackett","120 Carlisle Avenue, Blackett NSW 2770","Blackett","2770","New South Wales","Australia","1877.29","Small","1","(02) 9628 6954"
"Clinical Services","All Medical Centres","St Clair","168 Bennett Road, St Clair NSW 2759","St Clair","2759","New South Wales","Australia","1877.33","Small","2","(02) 9670 1406"
"Clinical Services","All Medical Centres","Blackett Medical Practice","121 Carlisle Avenue, Blackett NSW 2770","Hebersham","2770","New South Wales","Australia","1877.33","Small","2","(02) 9628 0539"
"Clinical Services","All Medical Centres","Highlands General Practice - Moss Vale","Suite 1, 41 Willow Drive, Moss Vale NSW 2577","Moss Vale","2577","New South Wales","Australia","1877.47","Small","3","(02) 4862 7333"
"Clinical Services","All Medical Centres","The Ridge Baldivis Medical Centre","2 Wattlebird Way, Baldivis WA 6171","Baldivis","2852","Western Australia","Australia","1877.54","Large","11","(08) 9523 2000"
"Clinical Services","All Medical Centres","The Practice Bundanoon","4 Erith Street, Bundanoon NSW 2578","Bundanoon","2578","New South Wales","Australia","1877.65","Small","1","(02) 4883 7072"
"Clinical Services","All Medical Centres","Thirlmere Medical Practice","27A Oaks Street, Thirlmere NSW 2572","Thirlmere","2573","New South Wales","Australia","1877.68","Small","1","(02) 4681 8171"
"Clinical Services","All Medical Centres","Colyton Medical Centre","Shop 5, 62 Hewitt Street, Colyton NSW 2760","Colyton","2146","New South Wales","Australia","1877.69","Small","2","(02) 9623 7755"
"Clinical Services","All Medical Centres","Dharruk","1 Eloura Street, Dharruk NSW 2770","Dharruk","2770","New South Wales","Australia","1877.75","Small","1","(02) 9625 6484"
"Clinical Services","All Medical Centres","TeamMed Thirlmere Doctors Medical Centre","15 Oaks Street, Thirlmere NSW 2572","Thirlmere","2573","New South Wales","Australia","1877.81","Small","2","(02) 4604 0999"
"Clinical Services","All Medical Centres","Jersey Road Medical Practice","166 Jersey Road, Hebersham NSW 2770","Hebersham","2770","New South Wales","Australia","1877.81","Small","1","(02) 9625 2472"
"Clinical Services","All Medical Centres","Wetherill Park Deputising After Hours Services","15 Oaks Street, Thirlmere NSW 2572","Thirlmere","2573","New South Wales","Australia","1877.81","Small","1","(02) 9756 3348"
"Clinical Services","All Medical Centres","Southern Medical Bundanoon","22 Erith Street, Bundanoon NSW 2578","Bundanoon","2578","New South Wales","Australia","1877.84","Midsized","5","(02) 4883 6363"
"Clinical Services","All Medical Centres","NorthStar Medical Centre","Shop 10, 1 Murdochs Road, Moore Park Beach QLD 4670","Moore Park","4670","Queensland","Australia","1877.88","Small","1","(07) 4155 5001"
"Clinical Services","All Medical Centres","Eastwood","30 Howitt Avenue, Eastwood VIC 3875","Eastwood","3121","Victoria","Australia","1877.92","Small","1","(03) 5152 6092"
"Clinical Services","All Medical Centres","Greater Western Aboriginal Health Service","2 Palmerston Road, Mount Druitt NSW 2770","Mount Druitt","2770","New South Wales","Australia","1877.93","Small","3","(02) 9836 7300"
"Clinical Services","All Medical Centres","Capstone Medical Centre","Shop 12, 30 Howitt Ave, Eastwood VIC 3875","Eastwood","3875","Victoria","Australia","1878.0","Small","3","(03) 5152 7135"
"Clinical Services","All Medical Centres","Family Medical Practice Mt Druitt","33 Mount Druitt Road, Mount Druitt NSW 2770","Mount Druitt","2747","New South Wales","Australia","1878.01","Small","4","(02) 9625 0696"
"Clinical Services","All Medical Centres","Hassall Grove","49 Buckwell Drive, Hassall Grove NSW 2761","Hassall Grove","2761","New South Wales","Australia","1878.08","Small","1","(02) 9628 1635"
"Clinical Services","All Medical Centres","Mount Druitt Health Care Medical & Dental Centre","1 Calala Street, Mount Druitt NSW 2770","Mount Druitt","2770","New South Wales","Australia","1878.09","Midsized","7","(02) 9832 4488"
"Clinical Services","All Medical Centres","Bairnsdale Medical Group","438 Main Street, Bairnsdale VIC 3875","Bairnsdale","3153","Victoria","Australia","1878.13","Large","13","(03) 5152 4123"
"Clinical Services","All Medical Centres","Health Care Medical Centre","53 Arundel Park Drive, St Clair NSW 2759","St Clair","2759","New South Wales","Australia","1878.17","Small","1","(02) 9834 3888"
"Clinical Services","All Medical Centres","The Doctors Mt Druitt Medical Hub","Suite G6, Shop MB2, Westfield, Corner of Carlisle Avenue & Luxford Road, Mount Druitt NSW 2770","Mount Druitt","2118","New South Wales","Australia","1878.18","Small","1","(02) 9042 1820"
"Clinical Services","All Medical Centres","Our Medical Home Marsden Park","Shop 1, 9 Hollinsworth Road, Marsden Park NSW 2765","Marsden Park","2768","New South Wales","Australia","1878.24","Large","20","(02) 8042 0485"
"Clinical Services","All Medical Centres","Mt Druitt Medical Centre","253 Beames Avenue, Mount Druitt NSW 2770","Mount Druitt","2770","New South Wales","Australia","1878.29","Small","4","(02) 9625 8888"
"Clinical Services","All Medical Centres","Riverstone Family Medical Practice","71 Garfield Road East, Riverstone NSW 2765","Riverstone","2765","New South Wales","Australia","1878.32","Large","11","(02) 9627 0600"
"Clinical Services","All Medical Centres","Oxford Medical Spot","68 Garfield Road East, Riverstone NSW 2765","Riverstone","2765","New South Wales","Australia","1878.34","Small","1","(02) 9627 3191"
"Clinical Services","All Medical Centres","Grantham Street Family Practice","43 Grantham Street, Riverstone NSW 2765","Riverstone","2765","New South Wales","Australia","1878.36","Small","2","(02) 9061 3440"
"Clinical Services","All Medical Centres","Greater West Medical Centre","Shop 84a, Westfield Shopping Centre, Cnr Carlisle Ave & Luxford Rd, Mount Druitt NSW 2770","Mount Druitt","2100","New South Wales","Australia","1878.39","Small","4","(02) 9625 8400"
"Clinical Services","All Medical Centres","Eastbrooke Southern Highlands Medical Centre","4-10 Funston Street, Bowral NSW 2576","Bowral","2576","New South Wales","Australia","1878.43","Midsized","5","(02) 4862 7666"
"Clinical Services","All Medical Centres","Southern Medical Moss Vale","61 Elizabeth Street, Moss Vale NSW 2577","Moss Vale","2577","New South Wales","Australia","1878.44","Midsized","7","(02) 4868 1500"
"Clinical Services","All Medical Centres","Mount Druitt","Suite 204, Westfield Mt Druii, Cnr Carlisle Ave & Luxford Streets, Mount Druitt NSW 2770","Mount Druitt","2153","New South Wales","Australia","1878.51","Small","1","(02) 9675 5533"
"Clinical Services","All Medical Centres","Bowral Skin Cancer & Cosmetic Clinic","4 Belmore Street, Bowral NSW 2576","Bowral","2576","New South Wales","Australia","1878.54","Small","1","(02) 4861 6611"
"Clinical Services","All Medical Centres","Hassall Grove Medical Centre","Shop 10, Hassall Grove Plaza, 211 Buckwell Drive, Hassall Grove NSW 2761","Hassall Grove","2761","New South Wales","Australia","1878.58","Small","4","(02) 9835 1351"
"Clinical Services","All Medical Centres","Caledonian Medical Group","12 Walker Street, Bowral NSW 2576","Bowral","2576","New South Wales","Australia","1878.61","Small","1","(02) 4861 1599"
"Clinical Services","All Medical Centres","Walker Street General Practice","9/2A Walker Street, Bowral NSW 2576","Bowral","2502","New South Wales","Australia","1878.62","Midsized","7","(02) 4861 3855"
"Clinical Services","All Medical Centres","Foxdale Surgery","251, 251, Swallow Drive Drive, Erskine Park NSW 2759","Erskine Park","2759","New South Wales","Australia","1878.62","Small","1","(02) 9670 3733"
"Clinical Services","All Medical Centres","Cleeve Medical Centre","11 Cleeve Close, Mount Druitt NSW 2770","Mount Druitt","2770","New South Wales","Australia","1878.63","Small","2","(02) 9675 1836"
"Clinical Services","All Medical Centres","Mittagong Doctors","197 Old Hume Highway, Mittagong NSW 2575","Mittagong","2666","New South Wales","Australia","1878.63","Small","1","(02) 4816 1397"
"Clinical Services","All Medical Centres","Hill Top Surgery","4 Vera Street, Hill Top NSW 2575","Hill Top","2571","New South Wales","Australia","1878.71","Midsized","5","(02) 4889 8456"
"Clinical Services","All Medical Centres","Mt Druitt Medical & Dental Centre","22 Jirrang Close, Mount Druitt NSW 2770","Mount Druitt","2760","New South Wales","Australia","1878.74","Midsized","5","(02) 9881 5200"
"Clinical Services","All Medical Centres","Mount Druitt Medical & Dental Centre","22 Jirrang Close, Mount Druitt NSW 2770","Mount Druitt","2760","New South Wales","Australia","1878.74","Small","2","(02) 9832 2424"
"Clinical Services","All Medical Centres","Colebee Family Medical Centre","Shop T6, 799 Richmond Road, Colebee NSW 2761","Marsden Park","2075","New South Wales","Australia","1878.76","Small","1","(02) 9131 6050"
"Clinical Services","All Medical Centres","Southern Highlands Dermatology","Suite 6, 70 Bowral Street, Bowral NSW 2576","Bowral","2502","New South Wales","Australia","1878.79","Small","1","(02) 4861 4566"
"Clinical Services","All Medical Centres","Rockingham","37 Elanora Drv, Rockingham WA 6168","Cooloongup","6168","Western Australia","Australia","1878.8","Small","1","(08) 9592 4411"
"Clinical Services","All Medical Centres","Highlands General Practice - Bowral Street","Suite 1, 70 Bowral Street, Bowral NSW 2576","Bowral","2576","New South Wales","Australia","1878.81","Midsized","10","(02) 4861 3183"
"Clinical Services","All Medical Centres","Erskine Park Family Clinic","Shops 14A-17, Erskine Park Shopping Village, Cnr Swallow Drive and Peppertree Drive, Erskine Park NSW 2759","Erskine Park","2759","New South Wales","Australia","1878.82","Midsized","5","(02) 9834 3038"
"Clinical Services","All Medical Centres","Woodbridge Womens Clinic","35 Elanora Drive, Cooloongup WA 6168","Cooloongup","6168","Western Australia","Australia","1878.84","Small","2","(08) 9592 2010"
"Clinical Services","All Medical Centres","Erskine Park","8 Swallow Drive, Erskine Park NSW 2759","Erskine Park","2759","New South Wales","Australia","1878.87","Small","1","(02) 9834 2156"
"Clinical Services","All Medical Centres","Moss Vale Family Practice","12 Robertson Road, Moss Vale NSW 2577","Moss Vale","2577","New South Wales","Australia","1878.89","Small","3","(02) 4869 2700"
"Clinical Services","All Medical Centres","Service Street Medical Centre","Shop 2A, 31 Service Street, Bairnsdale VIC 3875","Bairnsdale","3875","Victoria","Australia","1878.9","Small","3","(03) 5141 0811"
"Clinical Services","All Medical Centres","Plumpton Medical Centre","Shop 1, Corner Hyatts and Jersey Roads, Plumpton NSW 2761","Plumpton","2761","New South Wales","Australia","1878.9","Large","25","(02) 9832 8099"
"Clinical Services","All Medical Centres","Advantage HealthPoint","46-56 Nicholson St, Bairnsdale VIC 3875","Bairnsdale","3875","Victoria","Australia","1878.91","Small","1","(03) 5152 3500"
"Clinical Services","All Medical Centres","Bowral","58 Wingecarribee Street, Bowral NSW 2576","Bowral","2576","New South Wales","Australia","1878.93","Small","1","(02) 4862 1344"
"Clinical Services","All Medical Centres","MacLeod St Medical Centre","93 MacLeod Street, Bairnsdale VIC 3875","Bairnsdale","3124","Victoria","Australia","1879.06","Midsized","10","(03) 5152 5145"
"Clinical Services","All Medical Centres","Gippsland & East Gippsland Aboriginal Co-operative","37-53 Dalmahoy Street, Bairnsdale VIC 3875","Bairnsdale","3153","Victoria","Australia","1879.13","Small","2","(03) 5150 0760"
"Clinical Services","All Medical Centres","Mount Druitt","Mount Druitt Central Shop 9/10 Zoe Place, Mount Druitt NSW 2770","Mount Druitt","2770","New South Wales","Australia","1879.15","Small","1","(02) 8919 2000"
"Clinical Services","All Medical Centres","Branxton Medical Centre","58A Cessnock Road, Branxton NSW 2335","Branxton","2335","New South Wales","Australia","1879.16","Small","4","(02) 4938 1300"
"Clinical Services","All Medical Centres","Rockingham Maternity & Family Practice","Unit 2, 4 Elanora Drive, Cooloongup WA 6168","Cooloongup","6168","Western Australia","Australia","1879.29","Small","1","(08) 9592 2775"
"Clinical Services","All Medical Centres","Rockingham Maternity and Family Practice","4/2 Elanora Drive, Cooloongup WA 6168","Cooloongup","6168","Western Australia","Australia","1879.3","Small","4","(08) 9592 2775"
"Clinical Services","All Medical Centres","Mittagong Healthcare Centre","58 Bowral Road, Mittagong NSW 2575","Mittagong","2575","New South Wales","Australia","1879.32","Midsized","9","(02) 4872 3933"
"Clinical Services","All Medical Centres","Mt Gibraltar General Practice","6b Mona Road, Bowral NSW 2576","Bowral","2576","New South Wales","Australia","1879.45","Small","3","(02) 4870 1168"
"Clinical Services","All Medical Centres","Bowral","6b Mona Rd, Bowral NSW 2576","Bowral","2576","New South Wales","Australia","1879.45","Small","1","(02) 4862 3911"
"Clinical Services","All Medical Centres","Sonic HealthPlus - Rockingham","24 Pedlar Circuit, Rockingham WA 6168","East Rockingham","6168","Western Australia","Australia","1879.49","Small","3","(08) 9550 7077"
"Clinical Services","All Medical Centres","Grange Medical Centre","Cnr Ennis Ave & Grange Drive, Cooloongup WA 6168","Cooloongup","6168","Western Australia","Australia","1879.52","Small","4","(08) 9592 4999"
"Clinical Services","All Medical Centres","The Womenâ€™s Health Centre Southern Highlands","Shop 2, 118 Main Street, Mittagong NSW 2575","Mittagong","2575","New South Wales","Australia","1879.52","Small","3","(02) 4880 1686"
"Clinical Services","All Medical Centres","Picton Central Medical Centre","163 Argyle Street, Picton NSW 2571","Picton","2571","New South Wales","Australia","1879.53","Midsized","5","(02) 4610 7475"
"Clinical Services","All Medical Centres","Schofields Family Medical Practice","Suite 2, 105 Railway Terrace, Schofields NSW 2762","Schofields","2762","New South Wales","Australia","1879.66","Small","2","(02) 9627 3550"
"Clinical Services","All Medical Centres","The Bowral Doctor","25-29 Station Street, Bowral NSW 2576","Bowral","2576","New South Wales","Australia","1879.69","Small","1","(02) 4811 1391"
"Clinical Services","All Medical Centres","Picton Family Medical Centre","Shop T28, 9 Margaret Street, Picton NSW 2571","Picton","2571","New South Wales","Australia","1879.7","Midsized","9","(02) 4677 0533"
"Clinical Services","All Medical Centres","Mittagong Healthcare Centre","3 Albert Street, Mittagong NSW 2575","Mittagong","2575","New South Wales","Australia","1879.7","Small","1","(02) 4872 3933"
"Clinical Services","All Medical Centres","St Mary Surgery","8 Station Street, Mittagong NSW 2575","Mittagong","2575","New South Wales","Australia","1879.75","Small","1","(02) 4872 4855"
"Clinical Services","All Medical Centres","Central Medical Bundaberg","53 Commercial street, Kensington QLD 4670","Kensington","4670","Queensland","Australia","1879.76","Midsized","6","(07) 4150 0000"
"Clinical Services","All Medical Centres","Mittagong Medical Centre","17 Regent Street, Mittagong NSW 2575","Mittagong","2575","New South Wales","Australia","1879.94","Midsized","7","(02) 4871 1500"
"Clinical Services","All Medical Centres","Good Practice GP Surgery - East Branxton","10 Dalwood Road, East Branxton NSW 2335","East Branxton","2335","New South Wales","Australia","1879.95","Small","4","(02) 4938 3366"
"Clinical Services","All Medical Centres","Wisemans Ferry","476 Singleton Road, Wisemans Ferry NSW 2775","Windradyne","2775","New South Wales","Australia","1879.98","Small","1","(02) 4566 4303"
"Clinical Services","All Medical Centres","Lancelin Medical Centre","61 Gingin Road, Lancelin WA 6044","Lancelin","6044","Western Australia","Australia","1880.06","Small","2","(08) 9655 2202"
"Clinical Services","All Medical Centres","Box Hill","4 Terry Road, Box Hill NSW 2765","Newport","2765","New South Wales","Australia","1880.07","Small","1","(02) 8608 2988"
"Clinical Services","All Medical Centres","Rooty Hill","100 Rooty Hill Road North, Rooty Hill NSW 2766","Rooty Hill","2766","New South Wales","Australia","1880.25","Small","1","(02) 9625 7181"
"Clinical Services","All Medical Centres","PGK Medical","3/88 Stonecutters Drive, Colebee NSW 2761","Marsden Park","2761","New South Wales","Australia","1880.27","Small","1","(02) 8610 5770"
"Clinical Services","All Medical Centres","Rockingham GP","Unit 11, 7-9 Goddard Street, Rockingham WA 6168","Rockingham","6168","Western Australia","Australia","1880.3","Small","4","(08) 9528 5000"
"Clinical Services","All Medical Centres","Wallace Street Surgery","41 Wallace Street, Braidwood NSW 2622","Braidwood","2622","New South Wales","Australia","1880.34","Small","2","(02) 4842 1575"
"Clinical Services","All Medical Centres","Minchinbury","221 McFarlane Drive, Minchinbury NSW 2770","Minchinbury","2770","New South Wales","Australia","1880.4","Small","1","(02) 9832 1835"
"Clinical Services","All Medical Centres","Healthway Medical Practice","77B Rooty Hill Rd, Rooty Hill NSW 2766","Rooty Hill","2766","New South Wales","Australia","1880.44","Small","2","(02) 9675 2558"
"Clinical Services","All Medical Centres","The Clinic - Tahmoor","87 Remembrance Drive, Tahmoor NSW 2573","Tahmoor","2573","New South Wales","Australia","1880.49","Small","4","(02) 4683 1244"
"Clinical Services","All Medical Centres","Tahmoor Medical Centre","Shop 9-16, Tahmoor Shopping Village, Cnr Remembrance Dr & Bronzewing Street, Tahmoor NSW 2573","Tahmoor","2573","New South Wales","Australia","1880.56","Midsized","8","(02) 4683 0800"
"Clinical Services","All Medical Centres","Rockingham Medical and Dental Centre","Level 1, 18 Civic Boulevard, Rockingham WA 6168","Rockingham","6168","Western Australia","Australia","1880.61","Large","23","(08) 9557 1111"
"Clinical Services","All Medical Centres","Rooty Hill Medical & Dental Centre","31 Rooty Hill Road North, Rooty Hill NSW 2766","Rooty Hill","2766","New South Wales","Australia","1880.62","Midsized","10","(02) 9625 3411"
"Clinical Services","All Medical Centres","Tahmoor Family Medical Practice","Suites 2 & 3, 152-158 Remembrance Driveway, Tahmoor NSW 2573","Tahmoor","6258","New South Wales","Australia","1880.63","Small","4","(02) 9249 9144"
"Clinical Services","All Medical Centres","Wollondilly Medical Centre","Shop 16, Tahmoor Town Centre, 111â€“117 Remembrance Drive (Cnr Remembrance Drive & Thirlmere Way), Tahmoor NSW 2573","Tahmoor","2573","New South Wales","Australia","1880.64","Small","4","(02) 4607 2905"
"Clinical Services","All Medical Centres","Minchinbury Family Medical Practice","53 Minchin Road, Minchinbury NSW 2770","Minchinbury","2770","New South Wales","Australia","1880.65","Small","1","(02) 9675 1958"
"Clinical Services","All Medical Centres","RaRMS Health Braidwood Medical Centre","73 Monkittee Street, Braidwood NSW 2622","Braidwood","2622","New South Wales","Australia","1880.67","Small","2","(02) 4842 1034"
"Clinical Services","All Medical Centres","iFamily Medical Centre Rooty Hill","15 Rooty Hill Road North, Rooty Hill NSW 2766","Rooty Hill","2766","New South Wales","Australia","1880.68","Small","3","(02) 9675 7705"
"Clinical Services","All Medical Centres","Rooty Hill","18 Rooty Hill Road South, Rooty Hill NSW 2766","Rooty Hill","2766","New South Wales","Australia","1880.83","Small","1","(02) 9625 3598"
"Clinical Services","All Medical Centres","Rockingham City Family Practice","3/18 Council Avenue, Rockingham WA 6168","Rockingham","6168","Western Australia","Australia","1880.84","Midsized","5","(08) 9553 9200"
"Clinical Services","All Medical Centres","West Bundaberg Medical Centre","294 Bourbong Street, Bundaberg West QLD 4670","Bundaberg West","4670","Queensland","Australia","1880.88","Small","2","(07) 4152 2266"
"Clinical Services","All Medical Centres","Bourbong Family Medical Practice","296 Bourbong Street, Bundaberg QLD 4670","Bundaberg West","4670","Queensland","Australia","1880.88","Small","1","(07) 4152 9511"
"Clinical Services","All Medical Centres","Waikiki GP Super Clinic","Shop 23, Waikiki Village Shopping Centre, Cnr Read Street & Gnangara Drive, Waikiki WA 6169","Waikiki","6169","Western Australia","Australia","1880.89","Small","2","(08) 9527 2177"
"Clinical Services","All Medical Centres","St Mary Family Doctors","2 Elsworth Ave, Mittagong NSW 2575","Balaclava","2575","New South Wales","Australia","1880.94","Small","2","(02) 4872 4855"
"Clinical Services","All Medical Centres","Millbank Medical Practice","286 Bourbong Street, Bundaberg QLD 4670","Bundaberg West","4670","Queensland","Australia","1880.94","Midsized","6","(07) 4131 9090"
"Clinical Services","All Medical Centres","Bundaberg Base Hospital","Dept of Emergency, 273 Bourbong Street, Bundaberg QLD 4670","Bundaberg West","4670","Queensland","Australia","1881.07","Small","1","(07) 4152 1222"
"Clinical Services","All Medical Centres","Samy Medical Practice Rockingham","17 Attwood Way, Rockingham WA 6168","Rockingham","6168","Western Australia","Australia","1881.07","Small","3","(08) 9557 2600"
"Clinical Services","All Medical Centres","Camden Healthcare Centre","37 John Street, Camden NSW 2570","Camden","2570","New South Wales","Australia","1881.1","Midsized","7","(02) 4655 5777"
"Clinical Services","All Medical Centres","Camden Medical Practice","25 Broughton Street, Camden NSW 2570","Camden","2570","New South Wales","Australia","1881.17","Small","3","(02) 4655 9558"
"Clinical Services","All Medical Centres","Jupiter Health Warnbro","Shop 52, 206 Warnbro Sound Ave, Warnbro WA 6169","Warnbro","2428","Western Australia","Australia","1881.23","Small","1","(08) 9599 8100"
"Clinical Services","All Medical Centres","Read Street Medical Centre","101 Read Street, Rockingham WA 6168","Rockingham","6168","Western Australia","Australia","1881.29","Midsized","6","(08) 9527 4976"
"Clinical Services","All Medical Centres","Camden Central Family Practice","70 John Street, Camden NSW 2570","Camden","2570","New South Wales","Australia","1881.31","Midsized","5","(02) 4655 9950"
"Clinical Services","All Medical Centres","Palm Springs Medical Centre","3 Halliburton Avenue, Warnbro WA 6169","Warnbro","6169","Western Australia","Australia","1881.33","Small","2","(08) 9523 7300"
"Clinical Services","All Medical Centres","Camden","22 Hill Street, Camden NSW 2570","Camden","2570","New South Wales","Australia","1881.38","Small","2","(02) 4655 5400"
"Clinical Services","All Medical Centres","Schofields","1 Nazarene Crescent, Schofields NSW 2762","Schofields","2762","New South Wales","Australia","1881.43","Small","2","(02) 9836 6464"
"Clinical Services","All Medical Centres","Alex Avenue Medical Centre","1 Nazarene Crescent, Schofields NSW 2762","Schofields","2762","New South Wales","Australia","1881.44","Small","4","(02) 9836 6464"
"Clinical Services","All Medical Centres","Richmond Road Family Practice","Shop 3, 670 Richmond Road, Glendenning NSW 2761","Eastern Creek","2766","New South Wales","Australia","1881.51","Small","1","(02) 9626 0071"
"Clinical Services","All Medical Centres","HealthiCare","Gate A, Blacktown International Sportspark (BISP), Ground Floor, 25 Blacktown Olympic Avenue, Rooty Hill NSW 2766","Eastern Creek","2148","New South Wales","Australia","1881.57","Small","3","1800 828 828"
"Clinical Services","All Medical Centres","Branyan Clinic","14 Branyan Street, Bundaberg QLD 4670","Bundaberg West","4670","Queensland","Australia","1881.59","Small","1","(07) 4150 1800"
"Clinical Services","All Medical Centres","Queensland Sun Skin Cancer Clinic","9/245 Bourbong St, Bundaberg West QLD 4670","Bundaberg West","4670","Queensland","Australia","1881.64","Small","1","(07) 4151 7060"
"Clinical Services","All Medical Centres","Pinjarra Doctors","27 Murray Street, Pinjarra WA 6208","Pinjarra","6208","Western Australia","Australia","1881.69","Midsized","10","(08) 9531 4286"
"Clinical Services","All Medical Centres","Stellar Medical-Hatton Vale","Shop 2, 1A Fairway Drive, Hatton Vale QLD 4341","Newtown","4341","Queensland","Australia","1881.69","Small","2","(07) 5304 4025"
"Clinical Services","All Medical Centres","Doonside Medical Centre","Shop 1, 185 Knox Road, Doonside NSW 2767","Doonside","2769","New South Wales","Australia","1881.69","Midsized","5","(02) 8881 7939"
"Clinical Services","All Medical Centres","Friendlies After Hrs Medical Service","19-23 Bingera Street, Bundaberg QLD 4670","Bundaberg West","4670","Queensland","Australia","1881.72","Small","1","(07) 4331 1777"
"Clinical Services","All Medical Centres","Pinjarra Medical Centre","26 Forrest Street, Pinjarra WA 6208","Pinjarra","6208","Western Australia","Australia","1881.74","Small","3","(08) 9531 3130"
"Clinical Services","All Medical Centres","Burdekin Road Medical Centre","85 Camilleri Avenue, Quakers Hill NSW 2763","Quakers Hill","2780","New South Wales","Australia","1881.79","Small","1","(02) 9160 0000"
"Clinical Services","All Medical Centres","Alexandra Park Medical Centre","60 Quay Street, Bundaberg QLD 4670","Bundaberg West","4670","Queensland","Australia","1881.81","Midsized","5","(07) 4152 5477"
"Clinical Services","All Medical Centres","Dongara Medical Centre","290 Point Leander Drive, Dongara WA 6525","Dongara","2834","Western Australia","Australia","1881.82","Small","2","(08) 9927 2907"
"Clinical Services","All Medical Centres","Quakers Hill","17 Alford Street, Quakers Hill NSW 2763","Quakers Hill","2763","New South Wales","Australia","1881.85","Small","1","(02) 9626 7919"
"Clinical Services","All Medical Centres","Jacaranda General Practice","94 Woongarra Street, Bundaberg West QLD 4670","Bundaberg West","4670","Queensland","Australia","1881.87","Midsized","5","(07) 4152 2166"
"Clinical Services","All Medical Centres","Eastern Creek","159 Rooty Hill Rd South, Eastern Creek NSW 2766","Eastern Creek","6253","New South Wales","Australia","1882.03","Small","2","(02) 8608 2101"
"Clinical Services","All Medical Centres","Forrest Medical Group","1 McKay Street, Pinjarra WA 6208","Pinjarra","6208","Western Australia","Australia","1882.12","Small","2","(08) 9531 1866"
"Clinical Services","All Medical Centres","Max Care Medical Centre","159 Rooty Hill Road South, Eastern Creek NSW 2766","Eastern Creek","2766","New South Wales","Australia","1882.13","Small","1","(02) 8608 2101"
"Clinical Services","All Medical Centres","Camden South Family Medical Practice","2 Berallier Drive, Camden NSW 2570","Camden South","2570","New South Wales","Australia","1882.15","Small","2","(02) 4655 6571"
"Clinical Services","All Medical Centres","Quakers Hill","15a Douglas Road, Quakers Hill NSW 2763","Quakers Hill","2763","New South Wales","Australia","1882.17","Small","1","(02) 9837 2766"
"Clinical Services","All Medical Centres","Hillside Medical Practice","15a Douglas Road, Quakers Hill NSW 2763","Quakers Hill","2763","New South Wales","Australia","1882.17","Small","4","(02) 9837 2766"
"Clinical Services","All Medical Centres","Core Medical & Physio","49 Chelmsford Ave, Port Kennedy WA 6172","Port Kennedy","2852","Western Australia","Australia","1882.18","Midsized","8","(08) 6500 1510"
"Clinical Services","All Medical Centres","Burrum Street Medical Practice","47â€“49 Burrum Street, Bundaberg QLD 4670","Bundaberg West","4670","Queensland","Australia","1882.18","Midsized","9","(07) 4151 8551"
"Clinical Services","All Medical Centres","Nirimba Family Practice","4a Douglas Road, Quakers Hill NSW 2763","Quakers Hill","2763","New South Wales","Australia","1882.21","Small","1","(02) 9837 5200"
"Clinical Services","All Medical Centres","Port Kennedy General Practice","Unit 4, 7-9 Fielden Way, Port Kennedy WA 6172","Port Kennedy","6172","Western Australia","Australia","1882.22","Small","1","(08) 9524 0555"
